Cluster,Income,Age,MntTotal,NumWebPurchases,NumStorePurchases
0,74896.24418604652,46.59108527131783,1316.3546511627908,5.118217054263566,9.248062015503876
1,34025.46529814272,47.790811339198434,86.86217008797654,2.1202346041055717,3.217986314760508
2,60618.92792792793,59.66216216216216,709.9054054054054,6.354354354354355,7.172672672672673
